"Parasite.species","parasite_genus","parasite_family","parasite_order","parasite_class","parasite_phylum","Host.no","Host_no_fac","Stage","assumed_stage","Def.int","Facultative","num_hosts","host_phylum","host_class","host_bm","host_tl","endo_ecto","prop_endo","vert_invert","habitat","prop_terr","Site","body_cavity","gi_tract","gi_wall","pulmonary","biliary","urinary","enclosed","lcl_max","lcl_max_fac","initial_biov","initial_length","initial_width","biovolume","avg_length","avg_width","avg_dt","avg_dd","rel_growth","biov_paratenic","avg_dt_paratenic","avg_dd_paratenic","rel_growth_paratenic","tree_tips"
"Amidostomum fulicae","Amidostomum","Amidostomatidae","Rhabditida","Chromadorea","Nematoda",1,"1","adult","no","def","no",3,"Chordata","Aves",2.94203506039544,2.59537037037037,"endo",1,"vert","aquatic",0,"gizzard","no","yes","no","no","no","no","no",1,"1",0.000141819051840366,0.6435,0.01675,0.216475368786422,9.11666666666667,0.175,24,852,3.18367391069248,0.216475368786422,24,852,3.18367391069248,"Amidostomum_fulicae"
"Amirthalingamia macracantha","Amirthalingamia","Dilepididae","Cyclophyllidea","Cestoda","Platyhelminthes",1,"1","1larv","yes","int","no",NA,NA,NA,NA,NA,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",3,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amirthalingamia_macracantha"
"Amirthalingamia macracantha","Amirthalingamia","Dilepididae","Cyclophyllidea","Cestoda","Platyhelminthes",2,"2","2larv","no","int","no",2,"Chordata","Actinopterygii",2.67360524074024,2,"ecto",0,"invert","aquatic",0,"mesentery","no","no","no","no","no","no","yes",3,"3",NA,NA,NA,6.41552489771206,3.4,1.55,NA,NA,NA,6.41552489771206,NA,NA,NA,"Amirthalingamia_macracantha"
"Amirthalingamia macracantha","Amirthalingamia","Dilepididae","Cyclophyllidea","Cestoda","Platyhelminthes",3,"3","adult","no","def","no",2,"Chordata","Aves",3.44881100260203,3.90386243386243,"endo",1,"vert","aquatic",0,"gut","no","yes","no","no","no","no","no",3,"3",6.41552489771206,3.4,1.55,85.1,46,1.85,NA,NA,1.12269736533558,85.1,NA,NA,1.12269736533558,"Amirthalingamia_macracantha"
"Amoebotaenia cuneata","Amoebotaenia","Dilepididae","Cyclophyllidea","Cestoda","Platyhelminthes",1,"1","1larv","no","int","no",3,"Annelida","Clitellata",-0.680000000177526,2,"ecto",0,"invert","terrestrial",1,"body cavity","yes","no","no","no","no","no","no",2,"2",1.53152641862502e-05,0.03,0.03,0.00308294959072278,0.29,0.16,14,NA,2.30384193091124,0.00308294959072278,14,NA,2.30384193091124,"Amoebotaenia_cuneata"
"Amoebotaenia cuneata","Amoebotaenia","Dilepididae","Cyclophyllidea","Cestoda","Platyhelminthes",2,"2","adult","no","def","no",2,"Chordata","Aves",2.89434632608383,2.1,"endo",1,"vert","terrestrial",1,"gut","no","yes","no","no","no","no","no",2,"2",0.00308294959072278,0.29,0.16,2.43333333333333,2.75,0.9,27,958.5,2.89723518176086,2.43333333333333,27,958.5,2.89723518176086,"Amoebotaenia_cuneata"
"Amphilina foliacea","Amphilina","Amphilinidae","Amphilinidea","Cestoda","Platyhelminthes",1,"1","1larv","no","int","no",9,"Arthropoda","Malacostraca",-2.37469078259694,2.5,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",2,"2",0.00462288238769004,0.295,0.173,2.33940825,2.41525,0.8265,37,671.5,2.70419317258184,2.33940825,37,671.5,2.70419317258184,"Amphilina_foliacea"
"Amphilina foliacea","Amphilina","Amphilinidae","Amphilinidea","Cestoda","Platyhelminthes",2,"2","adult","no","def","no",4,"Chordata","Actinopterygii",4.7355764143577,3.7,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",2,"2",2.33940825,2.41525,0.8265,733.4375,38.4166666666667,16.5833333333333,182,1365,2.49625709415061,733.4375,182,1365,2.49625709415061,"Amphilina_foliacea"
"Amplicaecum robertsi","Ophidascaris","Ophidascaridae","Ascaridida","Chromadorea","Nematoda",1,"1","1larv","no","int","paratenic",13,"Chordata","Craniata",1.82941285627526,2.850625,"ecto",0,"vert","terrestrial",1,"body cavity","yes","no","no","no","no","no","no",3,"3",0.00027177707788572,0.08775,0.076625,NA,0.451615384615385,NA,NA,NA,NA,0.00027177707788572,1,20,0,"Ophidascaris_robertsi"
"Amplicaecum robertsi","Ophidascaris","Ophidascaridae","Ascaridida","Chromadorea","Nematoda",2,"2","2larv","no","int","no",23,"Chordata","Mammalia",2.10569684519005,2.32676470588235,"endo",1,"vert","terrestrial",1,"liver","no","no","no","no","yes","no","no",3,"3",NA,0.451615384615385,NA,NA,49.2272727272727,NA,56,1876,NA,NA,56,1876,NA,"Ophidascaris_robertsi"
"Amplicaecum robertsi","Ophidascaris","Ophidascaridae","Ascaridida","Chromadorea","Nematoda",3,"3","adult","no","def","no",5,"Chordata","Craniata",2.87194167061972,2.97625,"ecto",0,"vert","terrestrial",1,"gut","no","yes","no","no","no","no","no",3,"3",NA,49.2272727272727,NA,100.128939229984,129.5,0.925,NA,NA,NA,100.128939229984,NA,NA,NA,"Ophidascaris_robertsi"
"Ancyracanthopsis winegardi","Ancyracanthopsis","Acuariidae","Spirurida","Chromadorea","Nematoda",1,"1","1larv","no","int","no",1,"Arthropoda","Malacostraca",NA,NA,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",2,"2",1.08023663393685e-05,0.039,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ancyracanthopsis_winegardi"
"Ancyracanthopsis winegardi","Ancyracanthopsis","Acuariidae","Spirurida","Chromadorea","Nematoda",2,"2","adult","no","def","no",7,"Chordata","Aves",2.28301130765035,3.22783371472159,"endo",1,"vert","terrestrial",1,"gizzard","no","yes","no","no","no","no","no",2,"2",NA,NA,NA,0.108023663393685,10.4,0.115,NA,NA,NA,0.108023663393685,NA,NA,NA,"Ancyracanthopsis_winegardi"
"Andersonstrongylus captivensis","Andersonstrongylus","Metastrongylidae","Rhabditida","Chromadorea","Nematoda",1,"1","adult","no","def","no",1,"Chordata","Mammalia",2.94109873852262,2.65,"endo",1,"vert","terrestrial",1,"lungs","no","no","no","yes","no","no","no",1,"1",NA,NA,NA,0.285853760987061,15.65,0.1525,22,737,NA,0.285853760987061,22,737,NA,"Andersonstrongylus_captivensis"
"Angiostrongylus andersoni","Angiostrongylus","Angiostrongylidae","Rhabditida","Chromadorea","Nematoda",1,"1","1larv","no","int","no",5,"Mollusca","Gastropoda",-1.34010118873129,2.06666666666667,"ecto",0,"invert","terrestrial",1,"muscles","no","no","no","no","no","no","yes",2,"2",5.30143760293278e-05,0.3,0.015,0.000395840674352314,0.56,0.03,11,187,0.873126763614501,0.000395840674352314,11,187,0.873126763614501,"Angiostrongylus_andersoni"
"Angiostrongylus andersoni","Angiostrongylus","Angiostrongylidae","Rhabditida","Chromadorea","Nematoda",2,"2","adult","no","def","no",1,"Chordata","Mammalia",1.69816971361581,2.5,"endo",1,"vert","terrestrial",1,"lungs","no","no","no","yes","no","no","no",2,"2",0.000395840674352314,0.56,0.03,NA,NA,NA,24,804,NA,NA,24,804,NA,"Angiostrongylus_andersoni"
"Angiostrongylus cantonensis","Angiostrongylus","Angiostrongylidae","Rhabditida","Chromadorea","Nematoda",1,"1","1larv","no","int","no",23,"Mollusca","Gastropoda",-0.759920413483364,2.01086956521739,"ecto",0,"invert","terrestrial",1,"muscles","no","no","no","no","no","no","yes",3,"3",4.05754881032586e-05,0.25835,0.013975,0.000241189285448934,0.467316666666667,0.0256333333333333,20.315749813,400.790111382923,0.774094257994044,0.000241189285448934,20.315749813,400.790111382923,0.774094257994044,"Angiostrongylus_cantonensis"
"Angiostrongylus cantonensis","Angiostrongylus","Angiostrongylidae","Rhabditida","Chromadorea","Nematoda",2,"2","2larv","no","int","paratenic",5,"Chordata","Actinopterygii",2.23994515576981,2.89375,"ecto",0,"invert","terrestrial",1,"gut wall; gut lumen; body cavity","yes","yes","yes","no","no","no","no",3,"3",0.000241189285448934,0.467316666666667,0.0256333333333333,0.000265093085897051,0.463,0.027,NA,NA,0.0410403898283493,0.000265093085897051,1,20,0.0410403898283493,"Angiostrongylus_cantonensis"
"Angiostrongylus cantonensis","Angiostrongylus","Angiostrongylidae","Rhabditida","Chromadorea","Nematoda",3,"3","adult","no","def","no",20,"Chordata","Mammalia",2.18137034080582,2.2625,"endo",1,"vert","terrestrial",1,"heart; pulmonary arteries","no","no","no","no","no","no","yes",3,"3",0.000265093085897051,0.463,0.027,4.2517184000329,26.7533333333333,0.446666666666667,43.5,1457.25,4.20516609189381,4.2517184000329,43.5,1457.25,4.20516609189381,"Angiostrongylus_cantonensis"
"Angiostrongylus costaricensis","Angiostrongylus","Angiostrongylidae","Rhabditida","Chromadorea","Nematoda",1,"1","1larv","no","int","no",6,"Mollusca","Gastropoda",NA,2,"ecto",0,"invert","terrestrial",1,"muscles","no","no","no","no","no","no","yes",2,"2",4.4254830312956e-05,0.268,0.0145,0.000290019267408795,0.471,0.028,17.5,NA,0.816466171314596,0.000290019267408795,17.5,NA,0.816466171314596,"Angiostrongylus_costaricensis"
"Angiostrongylus costaricensis","Angiostrongylus","Angiostrongylidae","Rhabditida","Chromadorea","Nematoda",2,"2","adult","no","def","no",6,"Chordata","Mammalia",2.06855830664032,2.2,"endo",1,"vert","terrestrial",1,"mesenteric arteries","no","no","no","no","no","no","yes",2,"2",0.000290019267408795,0.471,0.028,1.73311161998113,29.85,0.25,24,804,3.77639968290245,1.73311161998113,24,804,3.77639968290245,"Angiostrongylus_costaricensis"
"Angiostrongylus dujardini","Angiostrongylus","Angiostrongylidae","Rhabditida","Chromadorea","Nematoda",1,"1","1larv","no","int","no",8,"Mollusca","Gastropoda",-0.529293525839415,2,"ecto",0,"invert","terrestrial",1,"muscles","no","no","no","no","no","no","yes",2,"2",5.63093176743209e-05,0.341,0.0145,0.000361655237542736,0.495,0.0305,18,279,0.807714494164693,0.000361655237542736,18,279,0.807714494164693,"Angiostrongylus_dujardini"
"Angiostrongylus dujardini","Angiostrongylus","Angiostrongylidae","Rhabditida","Chromadorea","Nematoda",2,"2","adult","no","def","no",2,"Chordata","Mammalia",1.13186386694361,2.2,"endo",1,"vert","terrestrial",1,"heart","no","no","no","no","no","no","yes",2,"2",0.000361655237542736,0.495,0.0305,1.1679312476187,17.05,0.295,25,837.5,3.50912251900683,1.1679312476187,25,837.5,3.50912251900683,"Angiostrongylus_dujardini"
"Angiostrongylus mackerrasae","Angiostrongylus","Angiostrongylidae","Rhabditida","Chromadorea","Nematoda",1,"1","1larv","no","int","no",4,"Mollusca","Gastropoda",-1.34473866432255,2,"ecto",0,"invert","terrestrial",1,"muscles","no","no","no","no","no","no","yes",2,"2",4.76702324012602e-05,0.2775,0.01475,0.000248382169174443,0.506,0.025,15.5,314.9225,0.716873146351368,0.000248382169174443,15.5,314.9225,0.716873146351368,"Angiostrongylus_mackerrasae"
"Angiostrongylus mackerrasae","Angiostrongylus","Angiostrongylidae","Rhabditida","Chromadorea","Nematoda",2,"2","adult","no","def","no",3,"Chordata","Mammalia",1.89543200800144,2.3,"endo",1,"vert","terrestrial",1,"heart; pulmonary arteries","no","no","no","no","no","no","yes",2,"2",0.000248382169174443,0.506,0.025,3.07607081180836,25.75,0.39,43.5,1457.25,4.09287591324633,3.07607081180836,43.5,1457.25,4.09287591324633,"Angiostrongylus_mackerrasae"
"Angiostrongylus malaysiensis","Angiostrongylus","Angiostrongylidae","Rhabditida","Chromadorea","Nematoda",1,"1","1larv","no","int","no",5,"Mollusca","Gastropoda",0.528916700277655,2,"ecto",0,"invert","terrestrial",1,"muscles","no","no","no","no","no","no","yes",2,"2",NA,NA,NA,0.000247400421470196,0.35,0.03,10.5,NA,NA,0.000247400421470196,10.5,NA,NA,"Angiostrongylus_malaysiensis"
"Angiostrongylus malaysiensis","Angiostrongylus","Angiostrongylidae","Rhabditida","Chromadorea","Nematoda",2,"2","adult","no","def","no",5,"Chordata","Mammalia",1.81374484510295,2.3,"endo",1,"vert","terrestrial",1,"heart","no","no","no","no","no","no","yes",2,"2",0.000247400421470196,0.35,0.03,2.63426470994321,24.5,0.37,32,1072,4.02725897870892,2.63426470994321,32,1072,4.02725897870892,"Angiostrongylus_malaysiensis"
"Angiostrongylus schmidti","Angiostrongylus","Angiostrongylidae","Rhabditida","Chromadorea","Nematoda",1,"1","1larv","no","int","no",2,"Mollusca","Gastropoda",NA,2,"ecto",0,"invert","terrestrial",1,"muscles","no","no","no","no","no","no","yes",2,"2",5.66994642119886e-05,0.282,0.016,0.000219786607443305,0.529,0.023,NA,NA,0.588422270439161,0.000219786607443305,NA,NA,0.588422270439161,"Angiostrongylus_schmidti"
"Angiostrongylus schmidti","Angiostrongylus","Angiostrongylidae","Rhabditida","Chromadorea","Nematoda",2,"2","adult","no","def","no",7,"Chordata","Mammalia",1.48410601105152,2.29285714285714,"endo",1,"vert","terrestrial",1,"lungs","no","no","no","yes","no","no","no",2,"2",0.000219786607443305,0.529,0.023,2.28643346182398,23.1,0.355,30,1005,4.01715734193196,2.28643346182398,30,1005,4.01715734193196,"Angiostrongylus_schmidti"
"Angiostrongylus siamensis","Angiostrongylus","Angiostrongylidae","Rhabditida","Chromadorea","Nematoda",1,"1","1larv","no","int","no",1,"Mollusca","Gastropoda",NA,2,"ecto",0,"invert","terrestrial",1,"muscles","no","no","no","no","no","no","yes",2,"2",NA,NA,NA,NA,0.514,NA,NA,NA,NA,NA,NA,NA,NA,"Angiostrongylus_siamensis"
"Angiostrongylus siamensis","Angiostrongylus","Angiostrongylidae","Rhabditida","Chromadorea","Nematoda",2,"2","adult","no","def","no",7,"Chordata","Mammalia",1.82450290719482,2.33333333333333,"endo",1,"vert","terrestrial",1,"mesenteric arteries","no","no","no","no","no","no","yes",2,"2",NA,0.514,NA,NA,12.65,NA,31,1038.5,NA,NA,31,1038.5,NA,"Angiostrongylus_siamensis"
"Angiostrongylus vasorum","Angiostrongylus","Angiostrongylidae","Rhabditida","Chromadorea","Nematoda",1,"1","1larv","no","int","no",10,"Mollusca","Gastropoda",-0.0251506170652715,2.01333333333333,"ecto",0,"invert","terrestrial",1,"muscles","no","no","no","no","no","no","yes",3,"3",6.1850105367549e-05,0.35,0.015,0.000374773381889622,0.54449,0.02948,20.5,350.75,0.782428293913621,0.000374773381889622,20.5,350.75,0.782428293913621,"Angiostrongylus_vasorum"
"Angiostrongylus vasorum","Angiostrongylus","Angiostrongylidae","Rhabditida","Chromadorea","Nematoda",2,"2","2larv","no","int","paratenic",2,"Chordata","Mammalia",2.00113480037689,2.65,"ecto",0.5,"vert","terrestrial",1,"gut wall; mesentery","no","no","yes","no","no","no","yes",3,"3",0.000374773381889622,0.54449,0.02948,NA,NA,NA,NA,NA,NA,0.000374773381889622,1,20,0,"Angiostrongylus_vasorum"
"Angiostrongylus vasorum","Angiostrongylus","Angiostrongylidae","Rhabditida","Chromadorea","Nematoda",3,"3","adult","no","def","no",5,"Chordata","Mammalia",3.44437386172556,3.02806110556111,"endo",1,"vert","terrestrial",1,"heart; pulmonary arteries","no","no","no","no","no","no","yes",3,"3",NA,NA,NA,0.789491658625076,16.435,0.26,49.1666666666667,1647.08333333333,NA,0.789491658625076,49.1666666666667,1647.08333333333,NA,"Angiostrongylus_vasorum"
"Anguillicola crassus","Anguillicola","Anguillicolidae","Spirurida","Chromadorea","Nematoda",1,"1","1larv","no","int","no",10,"Arthropoda","Hexanauplia",-4.70175942073266,2,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",3,"3",7.61714089081116e-05,0.251,0.01942,0.000765999614159695,0.762,0.0349,15.9545454545455,212.886363636364,1.0024365622586,0.000765999614159695,15.9545454545455,212.886363636364,1.0024365622586,"Anguillicola_crassus"
"Anguillicola crassus","Anguillicola","Anguillicolidae","Spirurida","Chromadorea","Nematoda",2,"2","2larv","no","int","paratenic",19,"Chordata","Actinopterygii",2.24183106187295,3.06332823123486,"ecto",0,"invert","aquatic",0,"body cavity; swim bladder","yes","no","no","yes","no","no","no",3,"3",0.000765999614159695,0.762,0.0349,0.00131264092467452,0.958125,0.0406666666666667,NA,NA,0.233917389411065,0.00131264092467452,1,20,0.233917389411065,"Anguillicola_crassus"
"Anguillicola crassus","Anguillicola","Anguillicolidae","Spirurida","Chromadorea","Nematoda",3,"3","adult","no","def","no",2,"Chordata","Actinopterygii",2.75282015619896,3.33867845117845,"ecto",0,"invert","aquatic",0,"swim bladder","no","no","no","yes","no","no","no",3,"3",0.00131264092467452,0.958125,0.0406666666666667,124.904302889901,24.4435714285714,2.28475,99.25,1519,4.97843145957051,124.904302889901,99.25,1519,4.97843145957051,"Anguillicola_crassus"
"Anguillicola globiceps","Anguillicola","Anguillicolidae","Spirurida","Chromadorea","Nematoda",1,"1","1larv","no","int","no",6,"Arthropoda","Hexanauplia",-5.05152796520486,NA,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",3,"3",0.000136777090155666,0.312,0.0225,0.00106318563980949,0.89,0.039,7.5,187.5,0.890595741903656,0.00106318563980949,7.5,187.5,0.890595741903656,"Anguillicola_globiceps"
"Anguillicola globiceps","Anguillicola","Anguillicolidae","Spirurida","Chromadorea","Nematoda",2,"2","2larv","yes","int","paratenic",NA,NA,NA,NA,NA,"ecto",0,"invert","aquatic",0,"body cavity; swim bladder","yes","no","no","yes","no","no","no",3,"3",0.00106318563980949,0.89,0.039,NA,NA,NA,NA,NA,NA,0.00106318563980949,1,20,0,"Anguillicola_globiceps"
"Anguillicola globiceps","Anguillicola","Anguillicolidae","Spirurida","Chromadorea","Nematoda",3,"3","adult","no","def","no",1,"Chordata","Actinopterygii",2.85197607839319,3.55,"ecto",0,"invert","aquatic",0,"swim bladder","no","no","no","yes","no","no","no",3,"3",NA,NA,NA,109.086682529084,48.78,1.645,NA,NA,NA,109.086682529084,NA,NA,NA,"Anguillicola_globiceps"
"Anguillicola novaezelandiae","Anguillicola","Anguillicolidae","Spirurida","Chromadorea","Nematoda",1,"1","1larv","no","int","no",1,"Arthropoda","Hexanauplia",NA,NA,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",3,"3",3.73751351006761e-05,0.2115,0.015,0.000971202163106873,0.813,0.039,17,264.75,1.41472686982464,0.000971202163106873,17,264.75,1.41472686982464,"Anguillicola_novaezelandiae"
"Anguillicola novaezelandiae","Anguillicola","Anguillicolidae","Spirurida","Chromadorea","Nematoda",2,"2","2larv","yes","int","paratenic",NA,NA,NA,NA,NA,"ecto",0,"invert","aquatic",0,"body cavity; swim bladder","yes","no","no","yes","no","no","no",3,"3",0.000971202163106873,0.813,0.039,NA,NA,NA,NA,NA,NA,0.000971202163106873,1,20,0,"Anguillicola_novaezelandiae"
"Anguillicola novaezelandiae","Anguillicola","Anguillicolidae","Spirurida","Chromadorea","Nematoda",3,"3","adult","no","def","no",3,"Chordata","Actinopterygii",2.99600764173288,3.65245230078563,"ecto",0,"invert","aquatic",0,"swim bladder","no","no","no","yes","no","no","no",3,"3",NA,NA,NA,23.0020469244982,14.6711666666667,1.24066666666667,120,1800,NA,23.0020469244982,120,1800,NA,"Anguillicola_novaezelandiae"
"Anguillicola papernai","Anguillicola","Anguillicolidae","Spirurida","Chromadorea","Nematoda",1,"1","1larv","no","int","no",2,"Arthropoda","Hexanauplia",-4.82542832598491,NA,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",3,"3",4.69495314115727e-05,0.1845,0.018,0.000780201969148411,0.7665,0.036,NA,NA,1.22057578002328,0.000780201969148411,NA,NA,1.22057578002328,"Anguillicola_papernai"
"Anguillicola papernai","Anguillicola","Anguillicolidae","Spirurida","Chromadorea","Nematoda",2,"2","2larv","yes","int","paratenic",NA,NA,NA,NA,NA,"ecto",0,"invert","aquatic",0,"body cavity; swim bladder","yes","no","no","yes","no","no","no",3,"3",0.000780201969148411,0.7665,0.036,NA,NA,NA,NA,NA,NA,0.000780201969148411,1,20,0,"Anguillicola_papernai"
"Anguillicola papernai","Anguillicola","Anguillicolidae","Spirurida","Chromadorea","Nematoda",3,"3","adult","no","def","no",2,"Chordata","Actinopterygii",2.84560666825691,3.21367845117845,"ecto",0,"invert","aquatic",0,"swim bladder","no","no","no","yes","no","no","no",3,"3",NA,NA,NA,101.428756304347,22.235,2.41,NA,NA,NA,101.428756304347,NA,NA,NA,"Anguillicola_papernai"
"Anisakis berlandi","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda",1,"1","1larv","yes","int","no",NA,NA,NA,NA,NA,"ecto",0,"invert","aquatic",0,"body cavity","yes","no","no","no","no","no","no",4,"3+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anisakis_berlandi"
"Anisakis berlandi","Anisakis","Anisakidae","Ascaridida","Chromadorea","Nematoda",2,"2","2larv","no","int","paratenic",11,"Chordata","Actinopterygii",2.87729147316949,3.62992942242942,"ecto",0,"invert","aquatic",0,"viscera","no","no","no","no","no","no","yes",4,"3+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,0,"Anisakis_berlandi"
